scaffold	start	end	mid	sites	ML_rho
chr21	4200001	4300000	4250097	4523	0.55600000
chr21	4300001	4400000	4350509	4842	0.35100000
chr21	4400001	4500000	4448603	4773	0.50000000
chr21	4500001	4600000	4551836	4848	0.45200000
chr21	4600001	4700000	4645897	4214	0.32500000
chr21	4700001	4800000	4749243	4501	0.50000000
chr21	4800001	4900000	4846907	4341	0.35100000
chr21	4900001	5000000	4942797	4042	0.10100000
chr21	5000001	5100000	5051051	4618	0.22800000
chr21	5100001	5200000	5154504	4036	0.36700000
chr21	5200001	5300000	5248449	4427	0.27800000
chr21	5300001	5400000	5351706	4687	0.20100000
chr21	5400001	5500000	5449929	4947	0.20100000
chr21	5500001	5600000	5547584	4898	0.26700000
chr21	5600001	5700000	5653208	4725	0.50000000
chr21	5700001	5800000	5750816	5215	0.60100000
chr21	5800001	5900000	5848854	4089	0.55200000
chr21	5900001	6000000	5948475	4682	0.45100000
chr21	6000001	6100000	6049047	3763	0.60100000
chr21	6100001	6200000	6153037	4089	0.50000000
chr21	6200001	6300000	6255435	4043	0.25000000
chr21	6300001	6400000	6358297	3808	0.35100000
chr21	6400001	6500000	6452908	4939	0.26700000
chr21	6500001	6600000	6546022	4384	0.22000000
chr21	6600001	6700000	6647784	3135	0.40100000
chr21	6700001	6800000	6756212	2899	0.13400000
chr21	6800001	6900000	6856420	3961	0.20100000
chr21	6900001	7000000	6949440	4746	0.30100000
chr21	7000001	7100000	7049216	4741	0.24000000
chr21	7100001	7200000	7146033	4032	0.10100000
chr21	7200001	7300000	7246902	2655	0.13900000
chr21	7300001	7400000	7356401	3498	0.08100000
chr21	7400001	7500000	7451426	5440	0.11500000
chr21	7500001	7600000	7551596	3489	0.07300000
chr21	7600001	7700000	7648568	3655	0.20100000
chr21	7700001	7800000	7748107	3713	0.14100000
chr21	7800001	7900000	7850617	3811	0.17600000
chr21	7900001	8000000	7947049	4919	0.26700000
chr21	8000001	8100000	8054404	4822	0.25000000
chr21	8100001	8200000	8147904	4451	0.40100000
chr21	8200001	8300000	8244229	3985	0.30100000
chr21	8300001	8400000	8351449	3804	0.36700000
chr21	8400001	8500000	8451848	4775	0.30100000
chr21	8500001	8600000	8552763	5106	0.60100000
chr21	8600001	8700000	8648649	4774	0.60100000
chr21	8700001	8800000	8751279	4774	0.80100000
chr21	8800001	8900000	8847614	3393	0.80100000
chr21	8900001	9000000	8952806	3516	0.43800000
chr21	9000001	9100000	9050202	4119	0.45100000
chr21	9100001	9200000	9152655	4628	0.35100000
chr21	9200001	9300000	9249914	4208	0.30100000
chr21	9300001	9400000	9351732	3195	0.10100000
chr21	9400001	9500000	9453931	3602	0.35100000
chr21	9500001	9600000	9554123	3605	0.40100000
chr21	9600001	9700000	9649283	3701	0.40100000
chr21	9700001	9800000	9749109	4277	0.50000000
chr21	9800001	9900000	9849491	4067	0.50000000
chr21	9900001	10000000	9953471	3579	0.46200000
chr21	10000001	10100000	10047523	4288	0.40100000
chr21	10100001	10200000	10154732	2831	0.40100000
chr21	10200001	10300000	10252600	4236	0.40100000
chr21	10300001	10400000	10351269	5059	0.55600000
chr21	10400001	10500000	10446724	3657	0.44000000
chr21	10500001	10600000	10547065	3971	0.55600000
chr21	10600001	10700000	10650865	4078	0.30100000
chr21	10700001	10800000	10747635	4453	0.30100000
chr21	10800001	10900000	10848586	4377	0.43500000
chr21	10900001	11000000	10951767	4274	0.80100000
chr21	11000001	11100000	11049421	3241	0.45100000
chr21	11100001	11200000	11155110	4223	0.34300000
chr21	11200001	11300000	11246448	4790	0.40100000
chr21	11300001	11400000	11352252	4961	0.32900000
chr21	11400001	11500000	11450269	4683	0.42900000
chr21	11500001	11600000	11548870	5857	0.30100000
chr21	11600001	11700000	11649625	5075	0.23400000
chr21	11700001	11800000	11756124	4638	0.36700000
chr21	11800001	11900000	11851901	6292	0.40100000
chr21	11900001	12000000	11950313	5657	0.45100000
chr21	12000001	12100000	12051209	7037	0.70100000
chr21	12100001	12200000	12142341	7031	0.60100000
chr21	12200001	12300000	12255129	5963	0.50000000
chr21	12300001	12400000	12354816	5800	0.30100000
chr21	12400001	12500000	12452652	5392	0.40000000
chr21	12500001	12600000	12557062	5295	0.12500000
chr21	12600001	12700000	12653342	3669	0.08800000
chr21	12700001	12800000	12749457	5401	0.23400000
chr21	12800001	12900000	12847344	3846	0.52500000
chr21	12900001	13000000	12952337	4996	0.26700000
chr21	13000001	13100000	13065818	2936	0.06700000
chr21	13100001	13200000	13144446	2993	0.01600000
chr21	13200001	13300000	13251261	2237	0.00400000
chr21	13300001	13400000	13329229	1911	nan
