scaffold	start	end	mid	sites	ML_rho
chr19	14500001	14600000	14549887	5329	0.90000000
chr19	14600001	14700000	14652322	7199	0.77500000
chr19	14700001	14800000	14747943	7303	0.91500000
chr19	14800001	14900000	14849297	6559	0.47700000
chr19	14900001	15000000	14951942	5724	0.10100000
chr19	15000001	15100000	15050755	6496	0.38000000
chr19	15100001	15200000	15152962	6439	0.65400000
chr19	15200001	15300000	15251717	6776	0.42600000
chr19	15300001	15400000	15351276	7178	0.47100000
chr19	15400001	15500000	15453769	7096	0.47700000
chr19	15500001	15600000	15551812	8011	0.36900000
chr19	15600001	15700000	15648597	7206	0.23400000
chr19	15700001	15800000	15752063	7851	0.25000000
chr19	15800001	15900000	15847411	6886	0.20200000
chr19	15900001	16000000	15948529	7030	0.15100000
chr19	16000001	16100000	16041273	6187	0.05400000
chr19	16100001	16200000	16143985	3681	0.03000000
chr19	16200001	16300000	16250779	3189	0.05100000
chr19	16300001	16400000	16349780	3744	0.02400000
