scaffold	start	end	mid	sites	ML_rho
chr12	4900001	5000000	4950710	5736	0.11500000
chr12	5000001	5100000	5050203	5752	0.10100000
chr12	5100001	5200000	5150601	4320	0.06700000
chr12	5200001	5300000	5249906	4167	0.08100000
chr12	5300001	5400000	5350781	4891	0.07600000
chr12	5400001	5500000	5451599	5020	0.15800000
chr12	5500001	5600000	5547288	6415	0.20100000
chr12	5600001	5700000	5652869	5171	0.07800000
chr12	5700001	5800000	5751709	5806	0.13400000
chr12	5800001	5900000	5847867	6071	0.14400000
chr12	5900001	6000000	5951832	6300	0.10000000
chr12	6000001	6100000	6050647	6029	0.10100000
chr12	6100001	6200000	6150865	6166	0.11700000
chr12	6200001	6300000	6249768	6654	0.13600000
chr12	6300001	6400000	6347674	6081	0.12600000
chr12	6400001	6500000	6451633	5070	0.20100000
chr12	6500001	6600000	6548062	5631	0.03600000
chr12	6600001	6700000	6650379	5289	0.20100000
chr12	6700001	6800000	6742590	4290	0.20100000
chr12	6800001	6900000	6847416	5302	0.12100000
chr12	6900001	7000000	6948466	3496	0.16400000
chr12	7000001	7100000	7059935	4369	0.16300000
chr12	7100001	7200000	7150786	5897	0.12000000
chr12	7200001	7300000	7246019	4760	0.18400000
chr12	7300001	7400000	7347544	5549	0.12000000
chr12	7400001	7500000	7445681	6019	0.16700000
chr12	7500001	7600000	7552752	5314	0.18400000
chr12	7600001	7700000	7643970	5659	0.17500000
chr12	7700001	7800000	7753566	5845	0.20000000
chr12	7800001	7900000	7849913	5952	0.23400000
chr12	7900001	8000000	7948694	4721	0.15100000
chr12	8000001	8100000	8047124	5647	0.20100000
chr12	8100001	8200000	8149117	5216	0.20000000
chr12	8200001	8300000	8246222	4314	0.07200000
chr12	8300001	8400000	8352265	5580	0.23400000
chr12	8400001	8500000	8447244	5003	0.10100000
chr12	8500001	8600000	8549743	5349	0.06000000
chr12	8600001	8700000	8645155	4462	0.17800000
chr12	8700001	8800000	8750987	4484	0.20100000
chr12	8800001	8900000	8854753	5058	0.25200000
chr12	8900001	9000000	8949286	5175	0.26700000
chr12	9000001	9100000	9048484	5401	0.25200000
chr12	9100001	9200000	9152544	4716	0.26700000
chr12	9200001	9300000	9250601	4937	0.23400000
chr12	9300001	9400000	9353494	5120	0.30100000
chr12	9400001	9500000	9448983	5529	0.13800000
chr12	9500001	9600000	9555198	6303	0.22000000
chr12	9600001	9700000	9649264	5857	0.20100000
chr12	9700001	9800000	9750368	5309	0.20100000
chr12	9800001	9900000	9854074	4201	0.23400000
chr12	9900001	10000000	9952482	4916	0.30100000
chr12	10000001	10100000	10049099	4333	0.36800000
chr12	10100001	10200000	10148739	5002	0.32000000
chr12	10200001	10300000	10249808	6320	0.10100000
chr12	10300001	10400000	10350332	5542	0.08200000
chr12	10400001	10500000	10450258	4756	0.03000000
chr12	10500001	10600000	10550232	4685	0.06000000
chr12	10600001	10700000	10652105	5286	0.03100000
chr12	10700001	10800000	10751324	3834	0.12900000
chr12	10800001	10900000	10848375	5120	0.30100000
chr12	10900001	11000000	10951345	4798	0.40100000
chr12	11000001	11100000	11045800	4624	0.25000000
chr12	11100001	11200000	11150492	5334	0.20100000
chr12	11200001	11300000	11245502	4755	0.14100000
chr12	11300001	11400000	11350378	5400	0.06700000
chr12	11400001	11500000	11451986	5379	0.18100000
chr12	11500001	11600000	11550476	5850	0.11000000
chr12	11600001	11700000	11651527	6077	0.13400000
chr12	11700001	11800000	11750609	5400	0.20100000
chr12	11800001	11900000	11852139	4606	0.25200000
chr12	11900001	12000000	11952778	5229	0.16700000
chr12	12000001	12100000	12049202	5695	0.12500000
chr12	12100001	12200000	12149235	4877	0.02100000
chr12	12200001	12300000	12249431	5270	0.05000000
chr12	12300001	12400000	12354729	4705	0.12900000
chr12	12400001	12500000	12449225	5152	0.05800000
chr12	12500001	12600000	12546528	5850	0.10100000
chr12	12600001	12700000	12649097	4936	0.10100000
chr12	12700001	12800000	12748360	4412	0.00800000
chr12	12800001	12900000	12845881	4651	0.01300000
chr12	12900001	13000000	12949335	5165	0.08000000
chr12	13000001	13100000	13050763	5407	0.05100000
chr12	13100001	13200000	13150728	5666	0.03800000
chr12	13200001	13300000	13253937	5270	0.04300000
chr12	13300001	13400000	13353464	5979	0.10100000
chr12	13400001	13500000	13451921	5837	0.06700000
chr12	13500001	13600000	13550858	5880	0.01900000
chr12	13600001	13700000	13653635	5357	0.07600000
chr12	13700001	13800000	13754971	5741	0.17800000
chr12	13800001	13900000	13850998	5550	0.02400000
chr12	13900001	14000000	13948527	5743	0.10100000
chr12	14000001	14100000	14049037	5867	0.12000000
chr12	14100001	14200000	14151078	5343	0.05000000
chr12	14200001	14300000	14249466	6389	0.04300000
chr12	14300001	14400000	14350320	5585	0.11300000
chr12	14400001	14500000	14447236	5372	0.16700000
chr12	14500001	14600000	14557723	5175	0.20100000
chr12	14600001	14700000	14653228	5869	0.06000000
chr12	14700001	14800000	14748684	6507	0.06700000
chr12	14800001	14900000	14846746	5177	0.06700000
chr12	14900001	15000000	14946705	4703	0.02900000
chr12	15000001	15100000	15049310	5198	0.03400000
chr12	15100001	15200000	15149912	5689	0.03900000
chr12	15200001	15300000	15248235	7012	0.06700000
chr12	15300001	15400000	15353957	4954	0.02500000
chr12	15400001	15500000	15450892	7237	0.06000000
chr12	15500001	15600000	15547223	8289	0.08400000
chr12	15600001	15700000	15647416	6270	0.04000000
chr12	15700001	15800000	15746768	5902	0.03400000
chr12	15800001	15900000	15842880	5224	0.01800000
chr12	15900001	16000000	15945391	3379	0.00200000
chr12	16000001	16100000	16051964	6219	0.01800000
chr12	16100001	16200000	16144788	4142	0.01700000
chr12	16200001	16300000	16248099	3581	0.03800000
chr12	16300001	16400000	16310093	681	nan
